bottle,cable,capsule,hazelnut,metal_nut,pill,screw,toothbrush,transistor,zipper,carpet,grid,wood,leather,tile
0.9677419354838709,0.7603305785123966,0.9045643153526972,0.8571428571428571,0.8942307692307693,0.9155844155844156,0.8530465949820789,0.8333333333333333,0.6229508196721311,0.8814814814814815,0.8640776699029126,0.9655172413793103,0.890625,0.8518518518518519,0.8465608465608465
