bottle,cable,capsule,hazelnut,metal_nut,pill,screw,toothbrush,transistor,zipper,carpet,grid,wood,leather,tile
0.5144866038939956,0.19031668363381607,0.30785417679847377,0.42273867390476283,0.561350239303908,0.39681862363828374,0.149383588535532,0.2546562241481951,0.29405772495755517,0.26183043818081797,0.11187104710711755,0.2681500748625698,0.216049640299778,0.4016361632437635,0.26507605340885204
