bottle,cable,capsule,hazelnut,metal_nut,pill,screw,toothbrush,transistor,zipper,carpet,grid,wood,leather,tile
0.9682539682539683,0.7745502248875562,0.6457917830075788,0.8867857142857143,0.7512218963831867,0.7236770321876703,0.5059438409510145,0.925,0.713125,0.6525735294117647,0.5505617977528089,0.93734335839599,0.8640350877192983,0.6818953804347826,0.6396103896103895
