bottle,cable,capsule,hazelnut,metal_nut,pill,screw,toothbrush,transistor,zipper,carpet,grid,wood,leather,tile
0.9761904761904762,0.7112068965517242,0.5624252094136418,0.8826785714285715,0.7741935483870968,0.7048554282596836,0.5332035253125641,0.6569444444444444,0.7275,0.8097426470588236,0.5321027287319422,0.9766081871345029,0.8719298245614034,0.7900815217391304,0.7121212121212122
