bottle,cable,capsule,hazelnut,metal_nut,pill,screw,toothbrush,transistor,zipper,carpet,grid,wood,leather,tile
0.9024003119664884,0.6025774980961437,0.795530470670745,0.8644788760867068,0.762652888610828,0.7467667870200674,0.6135597937131276,0.6717213001559558,0.6025752458552623,0.7330005279629125,0.6921971422160568,0.8559144029998826,0.6625409392410546,0.8947891714944383,0.6628982232855934
